ID,finca,zona,día,persona,edad,sexo,tamanio.cuadrilla,pante,proceso,arbol.ID,punto,arbol.persona,posicion,altura (ft),Fecha de modificación,Fecha de creación,Fecha de creación-mod,GPS
MigSam4,Irlanda,oriente,23OCT,Edna,50,F,7,1,durante,37,443,37,N15° 09.997' W92° 20.315',3187,25/10/2021 14:07,23/10/2021 09:37,23/10/2021 09.37,amarillo
MigSam4,Irlanda,oriente,23OCT,Edna,50,F,7,1,durante,38,444,38,N15° 09.997' W92° 20.317',3190,25/10/2021 14:07,23/10/2021 09:38,23/10/2021 09.38,amarillo
MigSam4,Irlanda,oriente,23OCT,Edna,50,F,7,1,durante,39,445,39,N15° 09.997' W92° 20.314',3196,25/10/2021 14:07,23/10/2021 09:40,23/10/2021 09.40,amarillo
MigSam4,Irlanda,oriente,23OCT,Edna,50,F,7,1,pausa,NA,NA,NA,N15° 09.997' W92° 20.314',3196,25/10/2021 14:07,23/10/2021 09:42,23/10/2021 09.42,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,reinicio,40,448,40,N15° 10.489' W92° 20.124',3687,25/10/2021 14:07,23/10/2021 11:49,23/10/2021 11.49,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,41,449,41,N15° 10.489' W92° 20.124',3692,25/10/2021 14:07,23/10/2021 11:52,23/10/2021 11.52,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,42,450,42,N15° 10.488' W92° 20.124',3695,25/10/2021 14:07,23/10/2021 11:55,23/10/2021 11.55,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,43,451,43,N15° 10.486' W92° 20.123',3700,25/10/2021 14:07,23/10/2021 11:55,23/10/2021 11.55,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,44,452,44,N15° 10.489' W92° 20.122',3694,25/10/2021 14:07,23/10/2021 11:57,23/10/2021 11.57,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,45,453,45,N15° 10.490' W92° 20.123',3700,25/10/2021 14:07,23/10/2021 11:58,23/10/2021 11.58,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,46,454,46,N15° 10.489' W92° 20.123',3700,25/10/2021 14:07,23/10/2021 12:00,23/10/2021 12,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,47,455,47,N15° 10.494' W92° 20.122',3696,25/10/2021 14:07,23/10/2021 12:03,23/10/2021 12.03,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,48,456,48,N15° 10.496' W92° 20.121',3702,25/10/2021 14:07,23/10/2021 12:04,23/10/2021 12.04,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,49,457,49,N15° 10.496' W92° 20.120',3698,25/10/2021 14:07,23/10/2021 12:04,23/10/2021 12.04,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,50,458,50,N15° 10.499' W92° 20.119',3696,25/10/2021 14:07,23/10/2021 12:06,23/10/2021 12.06,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,51,459,51,N15° 10.498' W92° 20.118',3698,25/10/2021 14:07,23/10/2021 12:07,23/10/2021 12.07,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,52,460,52,N15° 10.495' W92° 20.119',3693,25/10/2021 14:07,23/10/2021 12:10,23/10/2021 12.10,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,53,461,53,N15° 10.497' W92° 20.116',3690,25/10/2021 14:07,23/10/2021 12:12,23/10/2021 12.12,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,54,462,54,N15° 10.497' W92° 20.116',3690,25/10/2021 14:07,23/10/2021 12:12,23/10/2021 12.12,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,55,463,55,N15° 10.498' W92° 20.117',3690,25/10/2021 14:07,23/10/2021 12:13,23/10/2021 12.13,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,56,464,56,N15° 10.499' W92° 20.117',3686,25/10/2021 14:07,23/10/2021 12:14,23/10/2021 12.14,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,57,465,57,N15° 10.499' W92° 20.117',3684,25/10/2021 14:07,23/10/2021 12:16,23/10/2021 12.16,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,58,466,58,N15° 10.500' W92° 20.119',3686,25/10/2021 14:07,23/10/2021 12:19,23/10/2021 12.19,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,59,467,59,N15° 10.496' W92° 20.122',3696,25/10/2021 14:07,23/10/2021 12:21,23/10/2021 12.21,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,60,468,60,N15° 10.499' W92° 20.121',3691,25/10/2021 14:07,23/10/2021 12:23,23/10/2021 12.23,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,61,469,61,N15° 10.503' W92° 20.123',3696,25/10/2021 14:07,23/10/2021 12:24,23/10/2021 12.24,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,62,470,62,N15° 10.504' W92° 20.124',3695,25/10/2021 14:07,23/10/2021 12:27,23/10/2021 12.27,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,63,471,63,N15° 10.503' W92° 20.124',3695,25/10/2021 14:07,23/10/2021 12:27,23/10/2021 12.27,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,64,472,64,N15° 10.494' W92° 20.126',3699,25/10/2021 14:07,23/10/2021 12:29,23/10/2021 12.29,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,65,473,65,N15° 10.495' W92° 20.124',3714,25/10/2021 14:07,23/10/2021 12:32,23/10/2021 12.32,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,66,474,66,N15° 10.492' W92° 20.126',3719,25/10/2021 14:07,23/10/2021 12:33,23/10/2021 12.33,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,67,475,67,N15° 10.489' W92° 20.125',3726,25/10/2021 14:07,23/10/2021 12:34,23/10/2021 12.34,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,68,476,68,N15° 10.488' W92° 20.127',3724,25/10/2021 14:07,23/10/2021 12:37,23/10/2021 12.37,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,69,477,69,N15° 10.487' W92° 20.127',3723,25/10/2021 14:07,23/10/2021 12:37,23/10/2021 12.37,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,70,478,70,N15° 10.486' W92° 20.125',3713,25/10/2021 14:07,23/10/2021 12:40,23/10/2021 12.40,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,71,479,71,N15° 10.486' W92° 20.127',3721,25/10/2021 14:07,23/10/2021 12:43,23/10/2021 12.43,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,72,480,72,N15° 10.487' W92° 20.127',3719,25/10/2021 14:07,23/10/2021 12:44,23/10/2021 12.44,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,73,481,73,N15° 10.485' W92° 20.128',3715,25/10/2021 14:07,23/10/2021 12:45,23/10/2021 12.45,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,74,482,74,N15° 10.487' W92° 20.128',3719,25/10/2021 14:07,23/10/2021 12:47,23/10/2021 12.47,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,75,483,75,N15° 10.485' W92° 20.128',3719,25/10/2021 14:07,23/10/2021 12:47,23/10/2021 12.47,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,76,484,76,N15° 10.483' W92° 20.129',3723,25/10/2021 14:07,23/10/2021 12:47,23/10/2021 12.47,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,77,485,77,N15° 10.484' W92° 20.132',3718,25/10/2021 14:07,23/10/2021 12:50,23/10/2021 12.50,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,78,486,78,N15° 10.483' W92° 20.132',3716,25/10/2021 14:07,23/10/2021 12:52,23/10/2021 12.52,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,79,487,79,N15° 10.484' W92° 20.128',3731,25/10/2021 14:07,23/10/2021 12:54,23/10/2021 12.54,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,80,488,80,N15° 10.483' W92° 20.134',3722,25/10/2021 14:07,23/10/2021 12:57,23/10/2021 12.57,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,81,489,81,N15° 10.480' W92° 20.136',3715,25/10/2021 14:07,23/10/2021 12:58,23/10/2021 12.58,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,82,490,82,N15° 10.480' W92° 20.138',3716,25/10/2021 14:07,23/10/2021 12:58,23/10/2021 12.58,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,83,491,83,N15° 10.480' W92° 20.139',3711,25/10/2021 14:07,23/10/2021 13:00,23/10/2021 13,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,84,492,84,N15° 10.481' W92° 20.142',3698,25/10/2021 14:07,23/10/2021 13:02,23/10/2021 13.02,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,85,493,85,N15° 10.481' W92° 20.142',3698,25/10/2021 14:07,23/10/2021 13:02,23/10/2021 13.02,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,86,494,86,N15° 10.481' W92° 20.140',3694,25/10/2021 14:07,23/10/2021 13:03,23/10/2021 13.03,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,87,495,87,N15° 10.476' W92° 20.143',3685,25/10/2021 14:07,23/10/2021 13:08,23/10/2021 13.08,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,88,496,88,N15° 10.484' W92° 20.141',3688,25/10/2021 14:07,23/10/2021 13:09,23/10/2021 13.09,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,89,497,89,N15° 10.487' W92° 20.141',3698,25/10/2021 14:07,23/10/2021 13:10,23/10/2021 13.10,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,90,498,90,N15° 10.488' W92° 20.141',3697,25/10/2021 14:07,23/10/2021 13:11,23/10/2021 13.11,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,91,499,91,N15° 10.490' W92° 20.140',3699,25/10/2021 14:07,23/10/2021 13:13,23/10/2021 13.13,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,92,500,92,N15° 10.491' W92° 20.143',3699,25/10/2021 14:07,23/10/2021 13:15,23/10/2021 13.15,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,93,501,93,N15° 10.492' W92° 20.143',3702,25/10/2021 14:07,23/10/2021 13:16,23/10/2021 13.16,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,94,502,94,N15° 10.492' W92° 20.143',3709,25/10/2021 14:07,23/10/2021 13:20,23/10/2021 13.20,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,durante,95,503,95,N15° 10.492' W92° 20.143',3709,25/10/2021 14:07,23/10/2021 13:20,23/10/2021 13.20,amarillo
MigSam4,Irlanda,germania,23OCT,Edna,50,F,7,2,final,,NA,,N15° 10.493' W92° 20.142',3713,25/10/2021 14:07,23/10/2021 13:22,23/10/2021 13.22,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,inicio,1,506,1,N15° 10.215' W92° 19.414',3886,26/10/2021 19:26,26/10/2021 07:15,26/10/2021 07.15,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,2,507,2,N15° 10.218' W92° 19.412',3882,26/10/2021 19:26,26/10/2021 07:17,26/10/2021 07.17,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,3,508,3,N15° 10.219' W92° 19.412',3878,26/10/2021 19:26,26/10/2021 07:21,26/10/2021 07.21,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,4,509,4,N15° 10.220' W92° 19.411',3879,26/10/2021 19:26,26/10/2021 07:27,26/10/2021 07.27,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,5,510,5,N15° 10.221' W92° 19.411',3878,26/10/2021 19:26,26/10/2021 07:28,26/10/2021 07.28,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,6,511,6,N15° 10.223' W92° 19.408',3876,26/10/2021 19:26,26/10/2021 07:32,26/10/2021 07.32,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,7,512,7,N15° 10.222' W92° 19.408',3876,26/10/2021 19:26,26/10/2021 07:32,26/10/2021 07.32,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,8,513,8,N15° 10.221' W92° 19.406',3881,26/10/2021 19:26,26/10/2021 07:36,26/10/2021 07.36,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,9,514,9,N15° 10.220' W92° 19.406',3883,26/10/2021 19:26,26/10/2021 07:39,26/10/2021 07.39,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,10,515,10,N15° 10.220' W92° 19.406',3879,26/10/2021 19:26,26/10/2021 07:45,26/10/2021 07.45,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,11,516,11,N15° 10.219' W92° 19.406',3877,26/10/2021 19:26,26/10/2021 07:49,26/10/2021 07.49,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,12,517,12,N15° 10.218' W92° 19.408',3875,26/10/2021 19:26,26/10/2021 07:50,26/10/2021 07.50,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,13,518,13,N15° 10.218' W92° 19.407',3874,26/10/2021 19:26,26/10/2021 07:53,26/10/2021 07.53,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,14,519,14,N15° 10.216' W92° 19.408',3874,26/10/2021 19:26,26/10/2021 07:54,26/10/2021 07.54,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,15,520,15,N15° 10.217' W92° 19.410',3873,26/10/2021 19:26,26/10/2021 07:57,26/10/2021 07.57,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,16,521,16,N15° 10.216' W92° 19.409',3876,26/10/2021 19:26,26/10/2021 07:58,26/10/2021 07.58,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,17,522,17,N15° 10.214' W92° 19.408',3875,26/10/2021 19:26,26/10/2021 08:02,26/10/2021 08.02,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,pausa,,NA,,N15° 10.214' W92° 19.408',3875,26/10/2021 19:26,26/10/2021 08:06,26/10/2021 08.06,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,reinicio,18,523,18,N15° 10.214' W92° 19.410',3873,26/10/2021 19:26,26/10/2021 08:11,26/10/2021 08.11,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,19,524,19,N15° 10.215' W92° 19.410',3872,26/10/2021 19:26,26/10/2021 08:12,26/10/2021 08.12,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,20,525,20,N15° 10.214' W92° 19.412',3879,26/10/2021 19:26,26/10/2021 08:15,26/10/2021 08.15,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,21,526,21,N15° 10.214' W92° 19.412',3880,26/10/2021 19:26,26/10/2021 08:16,26/10/2021 08.16,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,22,527,22,N15° 10.214' W92° 19.410',3876,26/10/2021 19:26,26/10/2021 08:18,26/10/2021 08.18,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,23,528,23,N15° 10.214' W92° 19.410',3874,26/10/2021 19:26,26/10/2021 08:19,26/10/2021 08.19,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,24,529,24,N15° 10.213' W92° 19.411',3870,26/10/2021 19:26,26/10/2021 08:20,26/10/2021 08.20,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,25,530,25,N15° 10.213' W92° 19.411',3869,26/10/2021 19:26,26/10/2021 08:23,26/10/2021 08.23,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,26,531,26,N15° 10.213' W92° 19.412',3869,26/10/2021 19:26,26/10/2021 08:23,26/10/2021 08.23,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,27,532,27,N15° 10.212' W92° 19.412',3869,26/10/2021 19:26,26/10/2021 08:28,26/10/2021 08.28,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,28,533,28,N15° 10.213' W92° 19.410',3870,26/10/2021 19:26,26/10/2021 08:31,26/10/2021 08.31,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,29,534,29,N15° 10.212' W92° 19.410',3866,26/10/2021 19:26,26/10/2021 08:39,26/10/2021 08.39,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,30,535,30,N15° 10.211' W92° 19.409',3867,26/10/2021 19:26,26/10/2021 08:42,26/10/2021 08.42,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,31,536,31,N15° 10.212' W92° 19.409',3870,26/10/2021 19:26,26/10/2021 08:47,26/10/2021 08.47,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,32,537,32,N15° 10.211' W92° 19.408',3875,26/10/2021 19:26,26/10/2021 08:50,26/10/2021 08.50,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,33,538,33,N15° 10.214' W92° 19.409',3868,26/10/2021 19:26,26/10/2021 08:52,26/10/2021 08.52,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,34,539,34,N15° 10.213' W92° 19.408',3864,26/10/2021 19:26,26/10/2021 08:56,26/10/2021 08.56,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,35,540,35,N15° 10.215' W92° 19.407',3863,26/10/2021 19:26,26/10/2021 08:58,26/10/2021 08.58,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,36,541,36,N15° 10.214' W92° 19.408',3869,26/10/2021 19:26,26/10/2021 09:00,26/10/2021 09,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,pausa,,NA,,N15° 10.214' W92° 19.408',3869,26/10/2021 19:26,26/10/2021 09:02,26/10/2021 09.02,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,reinicio,37,542,37,N15° 10.216' W92° 19.401',3880,26/10/2021 19:26,26/10/2021 09:48,26/10/2021 09.48,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,38,543,38,N15° 10.220' W92° 19.401',3881,26/10/2021 19:26,26/10/2021 09:53,26/10/2021 09.53,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,39,544,39,N15° 10.220' W92° 19.401',3880,26/10/2021 19:26,26/10/2021 09:53,26/10/2021 09.53,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,40,545,40,N15° 10.219' W92° 19.397',3881,26/10/2021 19:26,26/10/2021 09:53,26/10/2021 09.53,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,41,546,41,N15° 10.216' W92° 19.398',3891,26/10/2021 19:26,26/10/2021 09:59,26/10/2021 09.59,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,42,547,42,N15° 10.218' W92° 19.398',3897,26/10/2021 19:26,26/10/2021 10:01,26/10/2021 10.01,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,43,548,43,N15° 10.218' W92° 19.398',3897,26/10/2021 19:26,26/10/2021 10:01,26/10/2021 10.01,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,44,549,44,N15° 10.216' W92° 19.398',3894,26/10/2021 19:26,26/10/2021 10:03,26/10/2021 10.03,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,45,550,45,N15° 10.215' W92° 19.398',3899,26/10/2021 19:26,26/10/2021 10:06,26/10/2021 10.06,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,46,551,46,N15° 10.215' W92° 19.400',3899,26/10/2021 19:26,26/10/2021 10:06,26/10/2021 10.06,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,47,552,47,N15° 10.215' W92° 19.401',3898,26/10/2021 19:26,26/10/2021 10:06,26/10/2021 10.06,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,48,553,48,N15° 10.215' W92° 19.401',3898,26/10/2021 19:26,26/10/2021 10:07,26/10/2021 10.07,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,49,554,49,N15° 10.215' W92° 19.400',3898,26/10/2021 19:26,26/10/2021 10:08,26/10/2021 10.08,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,50,555,50,N15° 10.214' W92° 19.400',3898,26/10/2021 19:26,26/10/2021 10:08,26/10/2021 10.08,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,51,556,51,N15° 10.214' W92° 19.403',3897,26/10/2021 19:26,26/10/2021 10:09,26/10/2021 10.09,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,52,557,52,N15° 10.214' W92° 19.403',3892,26/10/2021 19:26,26/10/2021 10:10,26/10/2021 10.10,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,53,558,53,N15° 10.215' W92° 19.402',3889,26/10/2021 19:26,26/10/2021 10:11,26/10/2021 10.11,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,54,559,54,N15° 10.215' W92° 19.401',3886,26/10/2021 19:26,26/10/2021 10:12,26/10/2021 10.12,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,55,560,55,N15° 10.214' W92° 19.399',3889,26/10/2021 19:26,26/10/2021 10:12,26/10/2021 10.12,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,56,561,56,N15° 10.213' W92° 19.398',3890,26/10/2021 19:26,26/10/2021 10:12,26/10/2021 10.12,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,57,562,57,N15° 10.213' W92° 19.400',3893,26/10/2021 19:26,26/10/2021 10:13,26/10/2021 10.13,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,58,563,58,N15° 10.212' W92° 19.398',3891,26/10/2021 19:26,26/10/2021 10:17,26/10/2021 10.17,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,59,564,59,N15° 10.212' W92° 19.398',3892,26/10/2021 19:26,26/10/2021 10:17,26/10/2021 10.17,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,60,565,60,N15° 10.213' W92° 19.398',3893,26/10/2021 19:26,26/10/2021 10:20,26/10/2021 10.20,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,61,566,61,N15° 10.213' W92° 19.398',3893,26/10/2021 19:26,26/10/2021 10:20,26/10/2021 10.20,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,62,567,62,N15° 10.214' W92° 19.395',3889,26/10/2021 19:26,26/10/2021 10:21,26/10/2021 10.21,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,63,568,63,N15° 10.214' W92° 19.395',3891,26/10/2021 19:26,26/10/2021 10:22,26/10/2021 10.22,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,64,569,64,N15° 10.213' W92° 19.395',3896,26/10/2021 19:26,26/10/2021 10:24,26/10/2021 10.24,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,65,570,65,N15° 10.214' W92° 19.394',3897,26/10/2021 19:26,26/10/2021 10:25,26/10/2021 10.25,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,66,571,66,N15° 10.213' W92° 19.394',3901,26/10/2021 19:26,26/10/2021 10:27,26/10/2021 10.27,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,67,572,67,N15° 10.211' W92° 19.396',3897,26/10/2021 19:26,26/10/2021 10:29,26/10/2021 10.29,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,68,573,68,N15° 10.211' W92° 19.396',3899,26/10/2021 19:26,26/10/2021 10:31,26/10/2021 10.31,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,69,574,69,N15° 10.211' W92° 19.396',3898,26/10/2021 19:26,26/10/2021 10:31,26/10/2021 10.31,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,70,575,70,N15° 10.211' W92° 19.395',3897,26/10/2021 19:26,26/10/2021 10:33,26/10/2021 10.33,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,71,576,71,N15° 10.212' W92° 19.396',3896,26/10/2021 19:26,26/10/2021 10:34,26/10/2021 10.34,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,72,577,72,N15° 10.213' W92° 19.394',3893,26/10/2021 19:26,26/10/2021 10:39,26/10/2021 10.39,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,durante,73,578,73,N15° 10.211' W92° 19.392',3886,26/10/2021 19:26,26/10/2021 10:42,26/10/2021 10.42,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,pausa,,NA,,N15° 10.214' W92° 19.393',3897,26/10/2021 19:26,26/10/2021 10:46,26/10/2021 10.46,amarillo
Fran5,Hamburgo,cuitzo,26OCT,Cleto,35,M,5,1,reinicio,74,589,74,N15° 10.217' W92° 19.393',3882,26/10/2021 19:26,26/10/2021 11:11,26/10/2021 11.11,amarillo
